customer_id,Uplift_Score,Campaign_Action
53662,0.002052776798545,Send_Promo
49155,0.0026814206904482,Send_Promo
36922,0.0045303248237474,Send_Promo
22088,0.0081031782579149,Send_Promo
13505,0.0129801529979931,Send_Promo
29827,0.0056526054004523,Send_Promo
60501,0.0010979161194842,Send_Promo
36553,0.0045641390938828,Send_Promo
7412,0.0178564752513924,Send_Promo
37995,0.004352814392072,Send_Promo
21124,0.0084366962096925,Send_Promo
67255,0.000111708381125,Send_Promo
61618,0.0009707418906182,Send_Promo
15157,0.011890059555453,Send_Promo
19714,0.0090523342354995,Send_Promo
34375,0.0048812194173252,Send_Promo
34180,0.0049078370796407,Send_Promo
1033,0.0546171909519406,Send_Promo
47451,0.002939799457197,Send_Promo
128,0.0630303333292038,Send_Promo
9031,0.0161181086693282,Send_Promo
57045,0.0016064877116153,Send_Promo
13090,0.0132271778309807,Send_Promo
64225,0.0006305524888911,Send_Promo
57592,0.0015262006027859,Send_Promo
12826,0.0133809930076619,Send_Promo
33277,0.0050568335197714,Send_Promo
42820,0.003643730115857,Send_Promo
47007,0.0029917278124078,Send_Promo
35994,0.0046411955931635,Send_Promo
4463,0.0261761566556331,Send_Promo
41285,0.0038713316699896,Send_Promo
61071,0.0010275163248804,Send_Promo
3799,0.0380364420224275,Send_Promo
64568,0.0005591375341096,Send_Promo
61333,0.0009938028294331,Send_Promo
25054,0.0070655651839388,Send_Promo
17836,0.0101098314385366,Send_Promo
43468,0.0035281329491292,Send_Promo
38606,0.0042737349932995,Send_Promo
6348,0.0196176457262801,Send_Promo
8385,0.0168158133138325,Send_Promo
15541,0.0116462739736238,Send_Promo
43604,0.0035068343342494,Send_Promo
35384,0.0047234448298763,Send_Promo
24880,0.0071093449242366,Send_Promo
40908,0.0039352318021654,Send_Promo
34204,0.0049032780554106,Send_Promo
34749,0.0048202079235905,Send_Promo
18434,0.0097378922031068,Send_Promo
39515,0.0041394149552514,Send_Promo
50039,0.0025604416721984,Send_Promo
46298,0.0031008565418652,Send_Promo
33918,0.0049518746296507,Send_Promo
60529,0.0010920975890094,Send_Promo
65670,0.0003864372383753,Send_Promo
4129,0.0293617724054604,Send_Promo
47885,0.0028518069671162,Send_Promo
57701,0.0015138562131655,Send_Promo
23654,0.00753509453743,Send_Promo
47773,0.0028767743471654,Send_Promo
12335,0.0136999888695876,Send_Promo
39301,0.0041729253982233,Send_Promo
39678,0.0041119064198492,Send_Promo
60651,0.0010743669525756,Send_Promo
30176,0.0055831408448171,Send_Promo
61926,0.0009223242169283,Send_Promo
5841,0.020631962938156,Send_Promo
58401,0.0014048362118077,Send_Promo
15483,0.0116917636044189,Send_Promo
40331,0.0040214411566882,Send_Promo
9722,0.0155049182172406,Send_Promo
15348,0.0117761467262853,Send_Promo
48311,0.0028047977939636,Send_Promo
53898,0.00201878180663,Send_Promo
23191,0.0076865900762057,Send_Promo
15811,0.0114288861217928,Send_Promo
9194,0.0159690669141661,Send_Promo
36124,0.0046326715148845,Send_Promo
15415,0.0117352380193024,Send_Promo
57302,0.0015676816805869,Send_Promo
12267,0.0137460411499904,Send_Promo
8857,0.0163101014731605,Send_Promo
57568,0.0015302460262884,Send_Promo
53062,0.0021407824986166,Send_Promo
3707,0.040526078188629,Send_Promo
61658,0.0009646673303719,Send_Promo
42681,0.0036618736067625,Send_Promo
62406,0.0008675006504391,Send_Promo
28323,0.0060224814600928,Send_Promo
29103,0.0058085822004279,Send_Promo
52231,0.0022562559531827,Send_Promo
40982,0.0039186552523984,Send_Promo
41178,0.0038836983230194,Send_Promo
62114,0.0009092840519755,Send_Promo
61762,0.0009366197986544,Send_Promo
57612,0.0015217706779293,Send_Promo
19452,0.0091417111825662,Send_Promo
16300,0.0110857047129419,Send_Promo
23378,0.0076081582991648,Send_Promo
8936,0.0162227258149587,Send_Promo
45273,0.0032594891446531,Send_Promo
51073,0.0024310026965373,Send_Promo
47869,0.0028532549483203,Send_Promo
35093,0.0047633642102233,Send_Promo
25608,0.006870389057362,Send_Promo
64547,0.0005637305892369,Send_Promo
10239,0.01511430172945,Send_Promo
3502,0.0428445659602363,Send_Promo
29993,0.0056191015294848,Send_Promo
26406,0.0066197295373606,Send_Promo
37161,0.0044913859716014,Send_Promo
3437,0.0436454271496903,Send_Promo
18473,0.0097075671715538,Send_Promo
24803,0.0071434543790024,Send_Promo
32736,0.0051277535205044,Send_Promo
62450,0.0008632250998183,Send_Promo
18466,0.0097161458098107,Send_Promo
23717,0.0075194617860959,Send_Promo
31972,0.0052304346166246,Send_Promo
37987,0.004352814392072,Send_Promo
28632,0.0059230926883717,Send_Promo
60905,0.0010487957143602,Send_Promo
29266,0.0057726965277461,Send_Promo
4384,0.0267021780665865,Send_Promo
24782,0.0071526631506171,Send_Promo
63759,0.0006866351121147,Send_Promo
27891,0.0061429130921462,Send_Promo
24328,0.0072904790534746,Send_Promo
64316,0.0006107326266964,Send_Promo
22306,0.0080302989942074,Send_Promo
27636,0.0062025663592611,Send_Promo
10439,0.0149827834620546,Send_Promo
26068,0.0067168144169843,Send_Promo
37700,0.0043813851081061,Send_Promo
41841,0.0037883431854111,Send_Promo
54893,0.0018819122011345,Send_Promo
17063,0.0105814301092068,Send_Promo
57269,0.0015718195149625,Send_Promo
7844,0.0173648477952349,Send_Promo
26658,0.0065459900672294,Send_Promo
21212,0.0084031071355561,Send_Promo
23025,0.0077544581072822,Send_Promo
14912,0.0120594375199378,Send_Promo
38701,0.0042442071522997,Send_Promo
62486,0.0008540513314271,Send_Promo
29567,0.0057172288207212,Send_Promo
50046,0.0025604416721984,Send_Promo
48143,0.0028142930649696,Send_Promo
52761,0.0021766204140705,Send_Promo
20969,0.0084795697231541,Send_Promo
53860,0.0020242953185576,Send_Promo
25980,0.0067485132717199,Send_Promo
47527,0.0029255085860654,Send_Promo
59295,0.0012697978099356,Send_Promo
3425,0.0438522272537628,Send_Promo
45902,0.0031660792054462,Send_Promo
20571,0.0086268176058397,Send_Promo
31291,0.0053583951876756,Send_Promo
16100,0.0112118189876969,Send_Promo
53487,0.0020706622693563,Send_Promo
1805,0.0520969955318245,Send_Promo
7602,0.0176373154211796,Send_Promo
33666,0.0049982131395713,Send_Promo
30701,0.0054836537063333,Send_Promo
40657,0.0039800341766644,Send_Promo
53861,0.0020242953185576,Send_Promo
10949,0.0146472253494601,Send_Promo
58993,0.0013157364503485,Send_Promo
625,0.0568207426326992,Send_Promo
49269,0.0026704549495834,Send_Promo
58231,0.0014353731576373,Send_Promo
43138,0.0035851848101253,Send_Promo
49829,0.0025843707699663,Send_Promo
51178,0.0024167306792417,Send_Promo
15703,0.0115264206582043,Send_Promo
57835,0.0014978550504129,Send_Promo
54435,0.0019269364834566,Send_Promo
24304,0.0073012360860589,Send_Promo
12694,0.0134721723081914,Send_Promo
35913,0.0046565411079501,Send_Promo
18949,0.0094551732548079,Send_Promo
5314,0.0221944272677321,Send_Promo
61699,0.0009519939927109,Send_Promo
58300,0.0014183550512343,Send_Promo
20486,0.0086699285586139,Send_Promo
29847,0.0056473166846907,Send_Promo
21724,0.0082168868074373,Send_Promo
32491,0.005168506365305,Send_Promo
25376,0.0069479352202072,Send_Promo
17345,0.0104057950478351,Send_Promo
57862,0.0014947713704064,Send_Promo
20489,0.0086697442119887,Send_Promo
44101,0.0034565868333908,Send_Promo
38321,0.0043131367945923,Send_Promo
7359,0.0179165621648191,Send_Promo
59013,0.0013120036016459,Send_Promo
30529,0.0055263802765248,Send_Promo
1836,0.0520477326657778,Send_Promo
14775,0.0121421426082486,Send_Promo
